Id,Label,degree,modularity_class,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
@kjaysson,@kjaysson,8,8,10,0.265697,0.295538,0.000152
@kkismankk,@kkismankk,2,171,10,0.215672,0.227171,0.0009
@klandstyno,@klandstyno,1,157,11,0.17946,0.187302,0
@klaramer,@klaramer,3,109,10,0.248515,0.268301,0.000178
@kmmedicamentosa,@kmmedicamentosa,1,124,11,0.201664,0.21304,0
@knowzeroxwow,@knowzeroxwow,1,139,10,0.245122,0.270518,0
@koelner_haie,@koelner_haie,1,5,12,0.225105,0.2441,0
@koke25011979,@koke25011979,2,8,10,0.243499,0.259922,0.000023
@koke_cerda_,@koke_cerda_,1,52,11,0.188005,0.19759,0
@koke_funky,@koke_funky,8,8,10,0.252114,0.27391,0.000392
@kokehead,@kokehead,1,8,12,0.221596,0.236054,0
@kokenaxo,@kokenaxo,2,183,10,0.257738,0.282844,0.004112
@koketello,@koketello,1,139,10,0.245122,0.270518,0
@kollevolker,@kollevolker,4,169,14,0.141063,0.14592,0.000302
@DrPuerner,@DrPuerner,2,169,13,0.158123,0.16452,0.000235
@FabioDeMasi,@FabioDeMasi,1,169,15,0.123627,0.126762,0
@koloro666,@koloro666,1,0,11,0.217289,0.227714,0
@kookminimoni,@kookminimoni,1,139,10,0.245122,0.270518,0
@koronturan,@koronturan,1,164,1,1,1,0
@Anlik_Analiz,@Anlik_Analiz,1,164,1,1,1,0
@kotitaprice,@kotitaprice,1,52,11,0.18593,0.196243,0
@kpam5,@kpam5,4,157,11,0.249663,0.271975,0.000057
@krecargada,@krecargada,1,5,12,0.195427,0.205693,0
@krillomi,@krillomi,4,139,10,0.254563,0.283099,0.000142
@kripypast,@kripypast,1,139,10,0.245122,0.270518,0
@krisskevin,@krisskevin,1,139,10,0.245122,0.270518,0
@kritikopinoloco,@kritikopinoloco,1,8,12,0.230291,0.240859,0
@krix777,@krix777,1,139,10,0.245122,0.270518,0
@krnmps,@krnmps,1,0,11,0.204687,0.216464,0
@ktrinars,@ktrinars,3,8,10,0.27634,0.312224,0.000233
@kualquiercosita,@kualquiercosita,1,0,11,0.224201,0.238157,0
@kundalini_magic,@kundalini_magic,2,169,12,0.194213,0.204978,0.000006
@kuningata,@kuningata,1,124,11,0.219989,0.231932,0
@kurzweil88,@kurzweil88,5,5,12,0.212701,0.225373,0.000273
@asteinsapir,@asteinsapir,3,5,11,0.199155,0.211556,0.000306
@kvgs39,@kvgs39,3,8,10,0.247779,0.267348,0.000025
@kyermany,@kyermany,2,0,11,0.223785,0.237425,0.000061
@kympe60,@kympe60,1,0,13,0.162562,0.168358,0
@kzup,@kzup,1,0,11,0.224201,0.238157,0
@l4r4ned4,@l4r4ned4,8,8,10,0.272809,0.301213,0.00025
@la___dany,@la___dany,1,0,11,0.218709,0.231337,0
@la_fundia,@la_fundia,2,0,11,0.223785,0.237425,0.000061
@la_huenchula,@la_huenchula,1,124,11,0.219989,0.231932,0
@la_monita_30,@la_monita_30,2,157,10,0.272422,0.304586,0.001531
@la_pitilla,@la_pitilla,2,157,11,0.247827,0.268862,0
@la_rechazo,@la_rechazo,2,5,11,0.20422,0.213993,0.0003
@AusHexe,@AusHexe,1,5,12,0.169592,0.175113,0
@laborito,@laborito,2,8,10,0.243283,0.258226,0.000006
@labrujitabuena_,@labrujitabuena_,1,139,10,0.245122,0.270518,0
@labteclibre,@labteclibre,3,0,12,0.188415,0.196658,0.0006
@rafoji,@rafoji,1,0,13,0.158548,0.163335,0
@rquiroga777,@rquiroga777,1,0,13,0.158548,0.163335,0
@lacamencho,@lacamencho,6,0,11,0.254838,0.28074,0.001633
@lachilenits1,@lachilenits1,1,5,12,0.216573,0.230214,0
@laclaugodoy,@laclaugodoy,3,124,11,0.238584,0.256413,0.000436
@lacrimosa_azul,@lacrimosa_azul,1,157,11,0.246168,0.266,0
@lacuatic,@lacuatic,1,124,11,0.201664,0.21304,0
@ladyangelyka,@ladyangelyka,1,139,10,0.245122,0.270518,0
@ladynoctatis,@ladynoctatis,1,165,1,1,1,0
@AlexTripSands,@AlexTripSands,1,165,1,1,1,0
@ladypimienta,@ladypimienta,1,157,11,0.229608,0.240715,0
@laffycreep,@laffycreep,1,183,13,0.161013,0.167948,0
@lafranibe,@lafranibe,1,157,11,0.235883,0.248355,0
@lagosjuan_,@lagosjuan_,1,171,12,0.171902,0.178884,0
@lala161426,@lala161426,3,8,12,0.227454,0.241782,0.000022
@lalady98849619,@lalady98849619,1,139,10,0.245122,0.270518,0
@lalaonate,@lalaonate,1,5,11,0.204204,0.213865,0
@laleydeldia1,@laleydeldia1,12,139,10,0.277968,0.311617,0.00074
@laleyesrelativa,@laleyesrelativa,9,5,10,0.270166,0.3022,0.001172
@lalo_rock,@lalo_rock,2,0,11,0.225771,0.240361,0.000063
@laloaros,@laloaros,1,0,11,0.218709,0.231337,0
@laloquai,@laloquai,1,8,12,0.211255,0.222478,0
@lam99,@lam99,3,0,11,0.26052,0.286541,0.001185
@lam_roxany,@lam_roxany,4,0,11,0.234443,0.252526,0.000247
@lamadridalfredo,@lamadridalfredo,1,8,10,0.236657,0.25105,0
@lamarce_harris,@lamarce_harris,1,157,11,0.235883,0.248355,0
@lamedinavirtual,@lamedinavirtual,1,166,1,1,1,0
@MejoresDoctors,@MejoresDoctors,1,166,1,1,1,0
@lamicrochile,@lamicrochile,2,0,11,0.210578,0.223698,0.000017
@lamoreno1949,@lamoreno1949,1,139,10,0.245122,0.270518,0
@lamuymierda,@lamuymierda,1,124,11,0.219989,0.231932,0
@lanzelina,@lanzelina,2,157,11,0.247827,0.268862,0
@laoryory,@laoryory,1,8,10,0.25687,0.281537,0
@lapaulanomas,@lapaulanomas,1,124,11,0.201664,0.21304,0
@laquesis27,@laquesis27,1,153,2,0.666667,0.75,0
@laquintavalpo,@laquintavalpo,1,52,12,0.157475,0.16314,0
@laradioonline,@laradioonline,1,8,10,0.25687,0.281537,0
@larenasova84665,@larenasova84665,2,5,12,0.198591,0.209485,0.000007
@laresiliente,@laresiliente,1,139,10,0.235786,0.250448,0
@laretrofiesta,@laretrofiesta,1,0,11,0.195818,0.20601,0
@larrylu20942400,@larrylu20942400,1,171,10,0.215619,0.226946,0
@larymaister,@larymaister,2,8,10,0.258999,0.284343,0.000011
@lascondes,@lascondes,1,5,12,0.225105,0.2441,0
@lasinrival3,@lasinrival3,2,8,12,0.23507,0.250519,0.000002
@lasoaingrid,@lasoaingrid,1,157,11,0.246168,0.266,0
@lasoamaria,@lasoamaria,2,124,11,0.234443,0.250179,0.000243
@lati5910,@lati5910,1,139,10,0.245122,0.270518,0
@lau_aguila_n,@lau_aguila_n,1,157,11,0.246168,0.266,0
@laudane,@laudane,1,157,11,0.229608,0.240715,0
@laugustopintop,@laugustopintop,6,5,10,0.255983,0.286855,0.000867
@LarryLu20942400,@LarryLu20942400,2,5,11,0.209913,0.223929,0.000023
@lauoviedo70,@lauoviedo70,3,171,10,0.219728,0.232201,0.000083
@laura2659,@laura2659,1,157,11,0.220907,0.232079,0
@lauraamg,@lauraamg,1,8,12,0.21824,0.231604,0
@laurabarahonasc,@laurabarahonasc,1,157,11,0.246168,0.266,0
@lauredelacruz,@lauredelacruz,2,157,11,0.179472,0.18743,0.0003
@Luisrodrigezg,@Luisrodrigezg,1,157,12,0.152168,0.156848,0
@laurenmuhoz16,@laurenmuhoz16,1,139,10,0.245122,0.270518,0
@lauritadegodoy,@lauritadegodoy,2,5,12,0.198493,0.209445,0.000004
@lautarozaidantu,@lautarozaidantu,3,193,10,0.262179,0.289322,0.000066
@lavacabellaclar,@lavacabellaclar,2,0,11,0.227644,0.240992,0.000027
@lavalita61,@lavalita61,1,215,11,0.215825,0.225695,0
@lavanchymarta,@lavanchymarta,11,0,10,0.290872,0.328818,0.016304
@lavecinatuitera,@lavecinatuitera,1,124,11,0.219989,0.231932,0
@laverdadpura8,@laverdadpura8,2,0,11,0.233873,0.247447,0.000053
@lavoe_1,@lavoe_1,2,139,10,0.253518,0.281014,0.000045
@lavozpenquista,@lavozpenquista,6,5,10,0.261097,0.288833,0.000202
@lbalartcomer,@lbalartcomer,1,5,12,0.15253,0.1568,0
@jana1903,@jana1903,4,5,11,0.179976,0.187182,0.0012
@lbraves,@lbraves,2,0,11,0.218728,0.231465,0.0003
@ChairoNuclear,@ChairoNuclear,1,0,12,0.179478,0.186163,0
@leandro13617101,@leandro13617101,1,167,1,1,1,0
@Roinaldinho6,@Roinaldinho6,1,167,1,1,1,0
@learsichelliu,@learsichelliu,1,183,13,0.161013,0.167948,0
@lechateux,@lechateux,1,168,1,1,1,0
@Laura952004,@Laura952004,1,168,1,1,1,0
@lechugasencilla,@lechugasencilla,1,0,11,0.212675,0.223345,0
@ledefenseurscl,@ledefenseurscl,2,52,11,0.185943,0.196372,0.0003
@doctorhumano,@doctorhumano,1,52,12,0.156794,0.16269,0
@leencherry,@leencherry,1,157,11,0.229608,0.240715,0
@leerlibros2020,@leerlibros2020,1,0,11,0.222413,0.235746,0
@lefara,@lefara,1,109,12,0.190329,0.199347,0
@lefeverlore,@lefeverlore,2,157,11,0.247661,0.268518,0.000022
@legadobachelet,@legadobachelet,1,52,12,0.181818,0.19068,0
@lehrbuda,@lehrbuda,4,169,12,0.187733,0.19841,0.000645
@lehuemul1970,@lehuemul1970,1,5,12,0.225105,0.2441,0
@leigchile,@leigchile,2,8,10,0.261439,0.288002,0.00003
@leila_nash,@leila_nash,4,0,11,0.249567,0.27216,0.000563
@leirrro,@leirrro,2,124,11,0.220008,0.232061,0.0003
@Cooperativa,@Cooperativa,1,124,12,0.180339,0.186763,0
@leivahamel,@leivahamel,3,141,10,0.237709,0.250393,0.000308
@lelc,@lelc,1,109,12,0.176457,0.183413,0
@lelele0055,@lelele0055,2,0,11,0.227544,0.241873,0.000096
@lenguadevibora,@lenguadevibora,6,8,10,0.283203,0.317032,0.002027
@leo_cisner,@leo_cisner,1,8,12,0.21824,0.231604,0
@leofeli,@leofeli,2,8,10,0.236722,0.251275,0.000002
@leofuegooo,@leofuegooo,1,139,12,0.176223,0.183992,0
@leoguigno,@leoguigno,1,215,11,0.215825,0.225695,0
@leolamm18,@leolamm18,1,124,11,0.219989,0.231932,0
@leomunozgarrido,@leomunozgarrido,1,0,11,0.195818,0.20601,0
@leon_marshallt,@leon_marshallt,1,139,10,0.245122,0.270518,0
@leonard79375006,@leonard79375006,1,139,10,0.245122,0.270518,0
@leonardo_solari,@leonardo_solari,4,8,10,0.282003,0.321075,0.000452
@leonardorapos21,@leonardorapos21,29,8,10,0.28644,0.32442,0.002629
@leonazul11,@leonazul11,1,8,10,0.25687,0.281537,0
@leonelacuna23,@leonelacuna23,1,0,11,0.195818,0.20601,0
@leonhassont,@leonhassont,1,139,11,0.195877,0.205206,0
@leonmartinez12,@leonmartinez12,3,171,10,0.215834,0.227631,0.000057
@leonoralonso,@leonoralonso,3,157,11,0.249004,0.270748,0.000041
@leonorbaeza,@leonorbaeza,1,139,10,0.245122,0.270518,0
@leoooocastro,@leoooocastro,2,67,13,0.155283,0.160313,0.004491
@leopardo_wn,@leopardo_wn,2,5,11,0.208546,0.219111,0.000007
@leopoldoquezada,@leopoldoquezada,1,0,11,0.200062,0.21002,0
@leoramirito,@leoramirito,1,193,12,0.212998,0.224727,0
@leorubiomendoza,@leorubiomendoza,1,8,12,0.218663,0.233363,0
@lepegoz2,@lepegoz2,1,5,12,0.212171,0.226211,0
@leppard_vk,@leppard_vk,1,8,10,0.222365,0.234988,0
@leprchi,@leprchi,1,170,2,0.666667,0.75,0
@UnaVoceSevilla,@UnaVoceSevilla,2,170,1,1,1,0
@leprofcastro,@leprofcastro,2,171,12,0.156974,0.161732,0.000398
@lesbikaando,@lesbikaando,1,139,10,0.245122,0.270518,0
@leslieu10,@leslieu10,1,157,11,0.22658,0.237162,0
@leslygudens,@leslygudens,1,157,11,0.246168,0.266,0
@lesmacor,@lesmacor,1,124,11,0.219989,0.231932,0
@lethsgadaleta,@lethsgadaleta,2,8,10,0.23796,0.249684,0.000004
@leticiatru,@leticiatru,1,8,10,0.25687,0.281537,0
@letitbeme1949,@letitbeme1949,2,5,12,0.229741,0.250516,0.000014
@letty2508,@letty2508,5,8,10,0.260337,0.287769,0.000085
@leugimfigueroa,@leugimfigueroa,1,139,12,0.19414,0.205417,0
@levy_moreno,@levy_moreno,5,8,10,0.264088,0.290658,0.000067
@lexicstrns,@lexicstrns,1,0,11,0.222413,0.235746,0
@leyestrambotica,@leyestrambotica,1,157,11,0.246168,0.266,0
@leyto_tts,@leyto_tts,3,0,10,0.26299,0.289268,0.001149
@lgarciaja,@lgarciaja,1,5,12,0.207114,0.217546,0
@lgdr321378,@lgdr321378,8,8,10,0.267464,0.296445,0.000321
@lgiannatta48389,@lgiannatta48389,7,171,10,0.216212,0.228324,0.001241
@MacriElKiller,@MacriElKiller,1,171,11,0.177781,0.18423,0
@SortheixZorba,@SortheixZorba,1,171,11,0.177781,0.18423,0
@campesinodelor,@campesinodelor,1,171,11,0.177781,0.18423,0
@lgpalsa,@lgpalsa,1,109,12,0.168463,0.17306,0
@lgrandon3340,@lgrandon3340,1,157,11,0.246168,0.266,0
@lhenrina83,@lhenrina83,1,157,11,0.246168,0.266,0
@liadacosta_27,@liadacosta_27,1,0,11,0.218709,0.231337,0
@liberalcontweet,@liberalcontweet,2,109,11,0.207015,0.217061,0.000013
@liberta74719708,@liberta74719708,2,157,11,0.247661,0.268518,0.000022
@libertad1973,@libertad1973,1,139,10,0.245122,0.270518,0
@libertadchilena,@libertadchilena,3,5,12,0.226521,0.246652,0.000629
@GeneralMCNews,@GeneralMCNews,2,5,13,0.184705,0.194965,0.0003
@libertario1984,@libertario1984,1,5,12,0.208622,0.21976,0
@librah2,@librah2,1,157,11,0.246168,0.266,0
@librenacional3,@librenacional3,8,8,10,0.282817,0.321923,0.000814
@liita8,@liita8,13,8,10,0.27942,0.31312,0.007805
@lilaoyarzun,@lilaoyarzun,1,157,11,0.235883,0.248355,0
@lilian72538469,@lilian72538469,1,5,12,0.187849,0.197149,0
@lilianadelcph,@lilianadelcph,3,157,11,0.248575,0.270298,0.000012
@liliancerpa,@liliancerpa,1,157,11,0.220907,0.232079,0
@lilitacruzada,@lilitacruzada,3,8,10,0.2439,0.261981,0.000013
@lilitascully,@lilitascully,4,8,10,0.252507,0.274252,0.000076
@lilith2708,@lilith2708,1,139,10,0.235786,0.250448,0
@lillofco,@lillofco,1,139,10,0.235786,0.250448,0
@lily_magana_25,@lily_magana_25,2,172,1,1,1,0
@Psicobable,@Psicobable,1,172,2,0.666667,0.75,0
@ThalizTH,@ThalizTH,1,172,2,0.666667,0.75,0
@lilyduranval,@lilyduranval,3,193,10,0.265997,0.29409,0.000126
@lilypeder,@lilypeder,31,141,10,0.259452,0.283127,0.010149
@Alejandras52,@Alejandras52,1,141,11,0.206012,0.216414,0
@Alfonso20166,@Alfonso20166,1,141,11,0.206012,0.216414,0
@CaroBucco,@CaroBucco,1,141,11,0.206012,0.216414,0
@DLofaro66000,@DLofaro66000,1,141,11,0.206012,0.216414,0
@Editor_76,@Editor_76,1,141,11,0.206012,0.216414,0
@Federicopernico,@Federicopernico,1,141,11,0.206012,0.216414,0
@InuZenTeh,@InuZenTeh,1,141,11,0.206012,0.216414,0
@JayCryptoPolice,@JayCryptoPolice,1,141,11,0.206012,0.216414,0
@LorenaL24800215,@LorenaL24800215,1,141,11,0.206012,0.216414,0
@MaestraAmanda,@MaestraAmanda,1,141,11,0.206012,0.216414,0
@MariaLu67248180,@MariaLu67248180,1,141,11,0.206012,0.216414,0
@MatiasAOlivares,@MatiasAOlivares,1,141,11,0.206012,0.216414,0
@MonicaJ60187463,@MonicaJ60187463,1,141,11,0.206012,0.216414,0
@StarGirl_920,@StarGirl_920,1,141,11,0.206012,0.216414,0
@caireydecopas,@caireydecopas,4,141,11,0.222565,0.237632,0.000613
@gebauer_r1,@gebauer_r1,1,141,11,0.206012,0.216414,0
@ivonne_gom15846,@ivonne_gom15846,1,141,11,0.206012,0.216414,0
@leonis1549557,@leonis1549557,1,141,11,0.206012,0.216414,0
@li03suarez,@li03suarez,1,141,11,0.206012,0.216414,0
@myrisusan,@myrisusan,1,141,11,0.206012,0.216414,0
@ttimagina,@ttimagina,1,141,11,0.206012,0.216414,0
@twiteanonim0,@twiteanonim0,1,141,11,0.206012,0.216414,0
@lim4nj1,@lim4nj1,1,8,10,0.25687,0.281537,0
@lindaga36957555,@lindaga36957555,1,173,1,1,1,0
@MerGarza,@MerGarza,1,173,1,1,1,0
@lis6616,@lis6616,1,139,10,0.245122,0.270518,0
@liss_2610,@liss_2610,1,157,11,0.22658,0.237162,0
@lissetugpgmail7,@lissetugpgmail7,1,157,11,0.246168,0.266,0
@littlemisspauli,@littlemisspauli,1,183,13,0.161013,0.167948,0
@littlewitchsoul,@littlewitchsoul,2,157,11,0.247661,0.268518,0.000022
@litu_tu,@litu_tu,1,115,2,0.666667,0.75,0
@liza_yanoerestu,@liza_yanoerestu,1,157,11,0.246168,0.266,0
@lizanagajardo,@lizanagajardo,1,52,11,0.18593,0.196243,0
@lkorcha,@lkorcha,1,157,11,0.246168,0.266,0
@llallito02,@llallito02,1,139,12,0.175882,0.183133,0
@llebllo,@llebllo,1,52,12,0.181818,0.19068,0
@lmarceloperez65,@lmarceloperez65,1,8,12,0.21824,0.231604,0
@lmill003m,@lmill003m,1,157,11,0.17946,0.187302,0
@lmpa38225,@lmpa38225,2,139,10,0.235807,0.250577,0.0003
@Gorka731,@Gorka731,1,139,11,0.190819,0.198148,0
@lnonquepan,@lnonquepan,1,0,11,0.218709,0.231337,0
@lobeone1,@lobeone1,1,139,10,0.245122,0.270518,0
@loblopa,@loblopa,1,0,11,0.222413,0.235746,0
@lobricardo,@lobricardo,1,8,12,0.170389,0.177952,0
@locsyp,@locsyp,1,8,12,0.21738,0.229521,0
@loflylolo7,@loflylolo7,3,171,10,0.216699,0.229286,0.000036
@loizik,@loizik,4,8,10,0.264047,0.293869,0.000176
@DanielPaganetti,@DanielPaganetti,2,8,11,0.222279,0.239626,0.000001
@lolomano2111,@lolomano2111,1,174,1,1,1,0
@TwoSwordsStudio,@TwoSwordsStudio,1,174,1,1,1,0
@lonelywolf2000,@lonelywolf2000,1,139,10,0.245122,0.270518,0
@longcovidchile,@longcovidchile,1,0,13,0.169404,0.17526,0
@loonad3,@loonad3,1,139,10,0.235786,0.250448,0
@lopeznora2,@lopeznora2,1,139,10,0.245122,0.270518,0
@lopezvicky88,@lopezvicky88,1,8,12,0.218663,0.233363,0
@lorca_kristian,@lorca_kristian,1,0,11,0.216365,0.228595,0
@lord_byron25,@lord_byron25,1,139,10,0.245122,0.270518,0
@lord_shamelo,@lord_shamelo,1,5,12,0.189385,0.20029,0
@lordealtojardin,@lordealtojardin,2,8,10,0.248944,0.267706,0.000044
@lordmaui,@lordmaui,1,0,11,0.216365,0.228595,0
@lore_cor,@lore_cor,7,0,11,0.227854,0.246597,0.000912
@El_samy0,@El_samy0,1,0,12,0.185577,0.194853,0
@lorefurche,@lorefurche,3,157,11,0.248575,0.270298,0.000012
@lorena_1210,@lorena_1210,1,124,11,0.219989,0.231932,0
@lorenalabz,@lorenalabz,1,0,11,0.212675,0.223345,0
@lorenarojas2510,@lorenarojas2510,1,157,11,0.246168,0.266,0
@lorenatiz,@lorenatiz,2,0,12,0.198477,0.207457,0.000023
@lorenavargas15,@lorenavargas15,1,157,11,0.229608,0.240715,0
@loreniski,@loreniski,1,175,1,1,1,0
@FlorenciaLagosN,@FlorenciaLagosN,1,175,1,1,1,0
@lorenitam4,@lorenitam4,1,176,1,1,1,0
@eldetuska,@eldetuska,1,176,1,1,1,0
@lorenzo_raven,@lorenzo_raven,1,8,10,0.25687,0.281537,0
@loreroli,@loreroli,2,0,10,0.26291,0.289043,0.000733
@loretoordenes,@loretoordenes,1,157,11,0.246168,0.266,0
@loretopaz7,@loretopaz7,1,0,11,0.224201,0.238157,0
@lorettoviteri,@lorettoviteri,1,157,11,0.246168,0.266,0
@lorhuc,@lorhuc,1,8,10,0.25687,0.281537,0
@losandesonline1,@losandesonline1,1,177,1,1,1,0
@AoLaonline,@AoLaonline,1,177,1,1,1,0
@losgato1992,@losgato1992,1,139,10,0.235786,0.250448,0
@loshibiscos,@loshibiscos,1,8,12,0.210749,0.222493,0
@losmiausloquis,@losmiausloquis,7,5,10,0.269381,0.297156,0.002527
@lotengodeestepo,@lotengodeestepo,1,8,10,0.25687,0.281537,0
@loutaylorp,@loutaylorp,1,5,12,0.198766,0.208939,0
@loyolarehbein,@loyolarehbein,3,8,10,0.2594,0.285584,0.000036
@lr_crrn,@lr_crrn,1,183,13,0.161013,0.167948,0
@lri41,@lri41,1,0,11,0.218709,0.231337,0
@lromer2016,@lromer2016,6,0,11,0.232448,0.251573,0.000537
@lsotom1011,@lsotom1011,1,5,11,0.204204,0.213865,0
@luauchile,@luauchile,3,8,10,0.261163,0.28854,0.000118
@lucamalsik,@lucamalsik,1,157,11,0.246168,0.266,0
@lucho_garcia_50,@lucho_garcia_50,1,139,10,0.235786,0.250448,0
@luchostein,@luchostein,3,0,13,0.166501,0.172496,0.00045
@BerlinBuyers,@BerlinBuyers,2,0,14,0.142794,0.146808,0.000001
@Noemi23447832,@Noemi23447832,1,0,14,0.142739,0.14639,0
@luchoxdignidad,@luchoxdignidad,1,157,11,0.246168,0.266,0
@luciacp_s,@luciacp_s,3,0,11,0.219217,0.232567,0.00049
@PlanetaQuintana,@PlanetaQuintana,1,0,12,0.179808,0.186753,0
@luciasalin87427,@luciasalin87427,2,5,11,0.218608,0.230688,0.000078
@luciernagas92,@luciernagas92,1,0,11,0.224201,0.238157,0
@luckcharly,@luckcharly,1,8,10,0.236657,0.25105,0
@lucs020,@lucs020,2,171,10,0.215888,0.227421,0.000028
@lucypobletemed1,@lucypobletemed1,1,139,10,0.245122,0.270518,0
@luengo1958,@luengo1958,9,178,2,0.909091,0.95,0.000003
@CNBC,@CNBC,1,178,3,0.5,0.533333,0
@InvestInAssets,@InvestInAssets,1,178,3,0.5,0.533333,0
@JonErlichman,@JonErlichman,1,178,3,0.5,0.533333,0
@StockMKTNewz,@StockMKTNewz,1,178,3,0.5,0.533333,0
@VisualInforTech,@VisualInforTech,1,178,3,0.5,0.533333,0
@WOAH,@WOAH,1,178,3,0.5,0.533333,0
@YahooFinance,@YahooFinance,1,178,3,0.5,0.533333,0
@meetblossomapp,@meetblossomapp,1,178,3,0.5,0.533333,0
@luifehoutman,@luifehoutman,1,183,13,0.161013,0.167948,0
@luifer_carrillo,@luifer_carrillo,1,88,2,0.666667,0.75,0
@luippy06172237,@luippy06172237,12,8,10,0.268739,0.298832,0.00044
@luis17554769,@luis17554769,1,0,11,0.199615,0.210476,0
@luis19f,@luis19f,3,139,10,0.254314,0.282341,0.00014
@luis_fuerza,@luis_fuerza,3,8,10,0.249892,0.268781,0.000061
@luis_maldona02,@luis_maldona02,1,8,12,0.169737,0.176072,0
@adrian_goodrich,@adrian_goodrich,2,8,11,0.204429,0.215943,0.0003
@luis_nahuelcoy,@luis_nahuelcoy,1,0,12,0.192626,0.200425,0
@luis_villabon,@luis_villabon,3,8,10,0.264128,0.295252,0.00015
@luisacorvalan,@luisacorvalan,1,5,12,0.189385,0.20029,0
@luisale42830077,@luisale42830077,1,0,11,0.216365,0.228595,0
@luisalexvt,@luisalexvt,1,8,10,0.236657,0.25105,0
@luisaraya16,@luisaraya16,2,5,10,0.262843,0.291653,0.000071
@luisardo_mc,@luisardo_mc,3,0,10,0.27018,0.298577,0.000939
@luisarevalotapi,@luisarevalotapi,1,157,11,0.235883,0.248355,0
@luisavi37885230,@luisavi37885230,4,0,11,0.229629,0.247321,0.000335
@luisbaezalagos,@luisbaezalagos,2,139,10,0.245493,0.271293,0.000029
@luisbetogutierr,@luisbetogutierr,1,139,10,0.245122,0.270518,0
@luisburgoa13,@luisburgoa13,1,8,12,0.21824,0.231604,0
@luiscare,@luiscare,1,0,11,0.216365,0.228595,0
@luiscas60189848,@luiscas60189848,27,8,10,0.284149,0.322682,0.002188
@luisfariascaro,@luisfariascaro,1,5,12,0.210134,0.222101,0
@luisfelipe_r,@luisfelipe_r,1,0,11,0.217289,0.227714,0
@luisfloyd_,@luisfloyd_,1,8,10,0.236657,0.25105,0
@luisgastons,@luisgastons,5,0,10,0.257073,0.276525,0.003564
@luisgon54244613,@luisgon54244613,1,8,12,0.191992,0.202429,0
@luisgutierrezt,@luisgutierrezt,7,5,10,0.265507,0.295584,0.000423
@luismarioriquel,@luismarioriquel,1,0,11,0.216365,0.228595,0
@luismatiasplaza,@luismatiasplaza,1,0,11,0.216365,0.228595,0
@luismo53,@luismo53,1,139,10,0.245122,0.270518,0
@luismoralesgo18,@luismoralesgo18,2,197,11,0.219793,0.229357,0.000046
@luisplutarco,@luisplutarco,1,5,12,0.225105,0.2441,0
@luistakyfuentes,@luistakyfuentes,1,179,1,1,1,0
@Dra_MHurtado,@Dra_MHurtado,1,179,1,1,1,0
@luisule,@luisule,1,5,12,0.225105,0.2441,0
@luisurbinatoro,@luisurbinatoro,1,8,10,0.25687,0.281537,0
@luisvaldi,@luisvaldi,2,157,11,0.247625,0.26848,0.000012
@lumpenpvnk,@lumpenpvnk,1,0,11,0.224201,0.238157,0
@lumser,@lumser,3,8,10,0.248313,0.267673,0.000077
@lunaizq,@lunaizq,3,183,12,0.181939,0.191107,0.000477
@lunajosefa_,@lunajosefa_,1,157,11,0.246168,0.266,0
@lunatico_rober,@lunatico_rober,2,171,10,0.215637,0.227075,0.0003
@papeadas1945,@papeadas1945,1,171,11,0.177392,0.183608,0
@luroigv,@luroigv,3,5,10,0.275987,0.311668,0.000365
@PMunozIturrieta,@PMunozIturrieta,4,5,11,0.228879,0.247457,0.000303
@lusoja,@lusoja,1,0,11,0.204687,0.216464,0
@luxo0x0,@luxo0x0,1,0,11,0.222413,0.235746,0
@luxoaguila,@luxoaguila,1,8,10,0.25687,0.281537,0
@luzalfa03225036,@luzalfa03225036,1,0,11,0.216365,0.228595,0
@luzcurumilla,@luzcurumilla,1,5,12,0.205832,0.217029,0
@luzemontero,@luzemontero,1,52,11,0.18593,0.196243,0
@luzindigo9,@luzindigo9,1,157,11,0.246168,0.266,0
@luzluzluzaa,@luzluzluzaa,2,0,11,0.223785,0.237425,0.000061
@luzma_ossa,@luzma_ossa,1,8,10,0.25687,0.281537,0
@luzmari72990172,@luzmari72990172,2,5,10,0.259361,0.286002,0.000068
@lvalbaeza,@lvalbaeza,1,157,11,0.246168,0.266,0
@lvaropr63873310,@lvaropr63873310,1,139,10,0.245122,0.270518,0
@lvasquez1983,@lvasquez1983,4,5,10,0.249423,0.276257,0.00011
@lvsxroz23,@lvsxroz23,1,139,10,0.235786,0.250448,0
@lw20111,@lw20111,1,8,10,0.25687,0.281537,0
@lw_4_dar,@lw_4_dar,5,171,10,0.245563,0.271414,0.000748
@alegonz663,@alegonz663,1,171,11,0.197157,0.209263,0
@hombregrisxd,@hombregrisxd,1,171,11,0.197157,0.209263,0
@lyagonzalez1,@lyagonzalez1,1,0,11,0.18589,0.195426,0
@lynasantino,@lynasantino,1,8,10,0.25687,0.281537,0
@lynita05876259,@lynita05876259,1,8,10,0.236657,0.25105,0
@lzambrae,@lzambrae,1,5,12,0.189385,0.20029,0
@lzmiranda,@lzmiranda,1,157,11,0.246168,0.266,0
@m69ls,@m69ls,1,5,12,0.225105,0.2441,0
@m_alexcm,@m_alexcm,1,0,11,0.210253,0.222816,0
@m_figuea,@m_figuea,1,139,10,0.245122,0.270518,0
@m_hernandezr,@m_hernandezr,1,0,11,0.224201,0.238157,0
