Id,Label,degree,modularity_class,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
@anis_marias,@anis_marias,2,5,12,0.226382,0.246391,0.00002
@anita_jimenez,@anita_jimenez,1,5,12,0.210134,0.222101,0
@anitace,@anitace,2,139,10,0.236022,0.25095,0.000065
@LaEufe,@LaEufe,9,139,11,0.230087,0.2491,0.000996
@anitafromchile,@anitafromchile,1,157,11,0.235883,0.248355,0
@anitaluisasoto1,@anitaluisasoto1,1,139,10,0.245122,0.270518,0
@anitaparedz,@anitaparedz,1,8,12,0.218663,0.233363,0
@anitarius,@anitarius,1,157,11,0.229608,0.240715,0
@anmagf_f,@anmagf_f,4,5,12,0.230537,0.252187,0.000057
@ann_castrin,@ann_castrin,6,157,10,0.239144,0.254949,0.000034
@leogbayona,@leogbayona,6,8,11,0.238584,0.259492,0.000015
@ann_held,@ann_held,1,26,2,0.545455,0.583333,0
@levmauc,@levmauc,6,26,1,1,1,0.000001
@annagold192,@annagold192,1,139,10,0.235786,0.250448,0
@anonautoctono,@anonautoctono,9,171,10,0.258508,0.282808,0.001068
@iluminatibot,@iluminatibot,3,171,11,0.237665,0.257717,0.000178
@wideawake_media,@wideawake_media,11,169,11,0.226037,0.244157,0.002156
@anonymus_chile,@anonymus_chile,5,8,10,0.245551,0.260278,0.002132
@CthulhuSudaca,@CthulhuSudaca,1,8,11,0.19715,0.204222,0
@Eremitricked,@Eremitricked,1,8,11,0.19715,0.204222,0
@caramelitoricoa,@caramelitoricoa,1,8,11,0.19715,0.204222,0
@anonymuschileno,@anonymuschileno,17,8,10,0.302032,0.340655,0.019672
@jorgearmasv,@jorgearmasv,7,8,11,0.238847,0.256815,0.000819
@la5acolumna,@la5acolumna,18,8,11,0.271381,0.294123,0.000689
@anreyes1,@anreyes1,4,8,10,0.273312,0.303838,0.001838
@anrrietsalas,@anrrietsalas,1,5,15,0.118561,0.12051,0
@ansiosafran,@ansiosafran,1,0,11,0.222413,0.235746,0
@ant19mun70fu,@ant19mun70fu,1,8,10,0.25687,0.281537,0
@anticomunista03,@anticomunista03,1,139,12,0.202348,0.213559,0
@antifachosad,@antifachosad,1,27,1,1,1,0
@___EDOM__,@___EDOM__,1,27,1,1,1,0
@antifascistacl,@antifascistacl,1,0,11,0.210253,0.222816,0
@antonela_ade,@antonela_ade,1,8,10,0.25687,0.281537,0
@antonietacard,@antonietacard,1,139,10,0.245122,0.270518,0
@antonio56268339,@antonio56268339,1,0,11,0.218709,0.231337,0
@antonio_m_85,@antonio_m_85,1,0,11,0.199615,0.210476,0
@antonio_q_i,@antonio_q_i,2,8,10,0.258007,0.283641,0.000017
@antonioavilau,@antonioavilau,1,109,12,0.186915,0.19554,0
@joseleandro60,@joseleandro60,13,109,11,0.229873,0.246912,0.002909
@antonioelg,@antonioelg,1,8,10,0.25687,0.281537,0
@antoniomendezs5,@antoniomendezs5,2,141,11,0.20234,0.212649,0.000019
@JEcheverriZ,@JEcheverriZ,5,141,11,0.224501,0.239774,0.000931
@antoniomq77,@antoniomq77,2,139,10,0.253518,0.281014,0.000045
@antoniooneto,@antoniooneto,1,139,12,0.209464,0.221646,0
@antotruth,@antotruth,1,157,11,0.204421,0.214188,0
@anuarabico,@anuarabico,1,139,10,0.245122,0.270518,0
@anyjustbreathe_,@anyjustbreathe_,1,28,2,0.666667,0.75,0
@BoyOfAnahi,@BoyOfAnahi,2,28,1,1,1,0
@anyled1,@anyled1,1,0,11,0.183089,0.190007,0
@carlostph,@carlostph,5,0,10,0.224113,0.237409,0.000495
@anysoria2,@anysoria2,2,157,11,0.247625,0.26848,0.000012
@aolaonline,@aolaonline,1,29,1,1,1,0
@pmarsupia,@pmarsupia,1,29,1,1,1,0
@apalominop11,@apalominop11,1,139,10,0.245122,0.270518,0
@apauliberrios,@apauliberrios,1,157,11,0.220907,0.232079,0
@aperaldi,@aperaldi,1,0,11,0.200062,0.21002,0
@apintosaenz,@apintosaenz,1,8,12,0.221596,0.236054,0
@apintosanchez,@apintosanchez,1,52,11,0.18593,0.196243,0
@apriveros85,@apriveros85,1,124,11,0.219989,0.231932,0
@apto44,@apto44,1,30,1,1,1,0
@AndreGA_Pe,@AndreGA_Pe,1,30,1,1,1,0
@aqjose117,@aqjose117,1,171,12,0.186097,0.195882,0
@aquevedoandres,@aquevedoandres,1,52,11,0.18593,0.196243,0
@aquilesaugusto,@aquilesaugusto,1,139,10,0.245122,0.270518,0
@aracelimeciasr,@aracelimeciasr,1,52,11,0.186518,0.195811,0
@ministeriosalud,@ministeriosalud,32,52,10,0.229273,0.24847,0.009246
@arancibia2020,@arancibia2020,2,8,12,0.207744,0.219274,0.000011
@Arancibia2020,@Arancibia2020,5,8,11,0.254264,0.275873,0.000658
@arancibiahector,@arancibiahector,1,0,11,0.216365,0.228595,0
@arandapablo,@arandapablo,1,0,13,0.160848,0.166491,0
@araucaniasur,@araucaniasur,1,52,11,0.186518,0.195811,0
@arayaclockx,@arayaclockx,1,0,11,0.222413,0.235746,0
@arayacristi13,@arayacristi13,2,0,11,0.212197,0.226137,0.000044
@archejoiyo,@archejoiyo,1,31,1,1,1,0
@gigiutsu,@gigiutsu,1,31,1,1,1,0
@archivosypartes,@archivosypartes,1,139,12,0.209464,0.221646,0
@ardillayanez,@ardillayanez,1,139,10,0.235786,0.250448,0
@arenaszelada,@arenaszelada,1,0,11,0.216365,0.228595,0
@arianna_rdz9,@arianna_rdz9,1,139,12,0.176223,0.183992,0
@vegabiestro,@vegabiestro,5,139,11,0.213912,0.228488,0.0012
@ariel44910339,@ariel44910339,3,8,10,0.259829,0.28543,0.00002
@ariel__canete,@ariel__canete,8,5,10,0.283404,0.322552,0.001401
@GabyLob,@GabyLob,11,5,11,0.256134,0.276821,0.000768
@IsraelinSpanish,@IsraelinSpanish,15,139,11,0.250725,0.271559,0.002251
@isaacrrr7,@isaacrrr7,29,139,11,0.240899,0.263935,0.00198
@arielovega,@arielovega,2,8,10,0.259374,0.285813,0.000013
@arjenavi,@arjenavi,2,0,11,0.21802,0.231477,0.000032
@arjodeal,@arjodeal,2,139,10,0.253518,0.281014,0.000045
@arkano18,@arkano18,1,0,11,0.224201,0.238157,0
@arlofe454,@arlofe454,1,8,10,0.235444,0.251191,0
@armando_leoncio,@armando_leoncio,1,0,11,0.216365,0.228595,0
@armandoredondo1,@armandoredondo1,2,109,10,0.245423,0.271116,0.000102
@_stopwhispering,@_stopwhispering,13,109,11,0.24119,0.26012,0.001814
@arnaldogmm,@arnaldogmm,1,139,10,0.245122,0.270518,0
@arno_roa,@arno_roa,4,5,10,0.233852,0.25459,0.000392
@orlando21886673,@orlando21886673,1,5,11,0.189537,0.199671,0
@arnoldoipinza,@arnoldoipinza,1,8,10,0.25687,0.281537,0
@arocoa,@arocoa,1,0,11,0.224201,0.238157,0
@aros_ximenapr,@aros_ximenapr,1,5,12,0.225105,0.2441,0
@arquitectoblade,@arquitectoblade,1,5,12,0.202175,0.212868,0
@arquitectospa,@arquitectospa,2,0,10,0.26291,0.2882,0.000364
@artegema,@artegema,2,8,10,0.248384,0.262156,0.000069
@artesanocueros,@artesanocueros,1,52,11,0.18593,0.196243,0
@articomona,@articomona,1,157,11,0.22658,0.237162,0
@artmarin,@artmarin,2,8,10,0.257571,0.282844,0.000006
@arturogarciato1,@arturogarciato1,1,5,12,0.212171,0.226211,0
@arvychile,@arvychile,2,171,10,0.257048,0.281909,0.0001
@as350b3d,@as350b3d,25,8,10,0.302085,0.346561,0.006307
@AlejoMunante,@AlejoMunante,1,8,11,0.232011,0.250739,0
@DerechaPeru,@DerechaPeru,1,8,11,0.232011,0.250739,0
@E_FLEISCHMAN,@E_FLEISCHMAN,1,8,11,0.232011,0.250739,0
@LG_RDT,@LG_RDT,4,109,11,0.242385,0.260636,0.00086
@justicierope,@justicierope,5,8,11,0.232094,0.251253,0.0012
@suriel,@suriel,2,8,11,0.236452,0.255865,0.000003
@asau21660535,@asau21660535,1,5,12,0.225105,0.2441,0
@ascanmiles,@ascanmiles,1,5,11,0.204204,0.213865,0
@asesormunoz,@asesormunoz,1,8,12,0.214424,0.226427,0
@ashpatriota,@ashpatriota,1,5,12,0.225105,0.2441,0
@asisedescompone,@asisedescompone,1,124,11,0.201664,0.21304,0
@asoto20526395,@asoto20526395,1,0,11,0.216365,0.228595,0
@asshunter88,@asshunter88,1,8,12,0.210535,0.222495,0
@astorgapa,@astorgapa,15,8,10,0.299193,0.342457,0.001932
@DeusVul94229466,@DeusVul94229466,33,8,11,0.270631,0.295866,0.000626
@astorvalhoship,@astorvalhoship,1,183,14,0.133433,0.13698,0
@el_sitto,@el_sitto,4,183,13,0.153974,0.159671,0.0006
@astromeliaida,@astromeliaida,1,157,11,0.229608,0.240715,0
@asuncionocampo,@asuncionocampo,9,139,10,0.285055,0.323288,0.002126
@FerroAnton,@FerroAnton,4,139,11,0.224462,0.241903,0.000176
@HoracioCabak,@HoracioCabak,9,171,11,0.230383,0.249727,0.00124
@PregoneroL,@PregoneroL,5,171,11,0.233631,0.249526,0.000047
@atejedaa,@atejedaa,1,0,11,0.212675,0.223345,0
@atenatobar88819,@atenatobar88819,1,5,12,0.212171,0.226211,0
@athferrada,@athferrada,1,5,12,0.216573,0.230214,0
@athlanthis,@athlanthis,1,8,10,0.25687,0.281537,0
@athomastorres,@athomastorres,1,157,11,0.246168,0.266,0
@athosdumase,@athosdumase,1,32,1,1,1,0
@lagalerna_,@lagalerna_,1,32,1,1,1,0
@atienzacortes,@atienzacortes,2,139,10,0.253518,0.281014,0.000045
@atisaez_jewelry,@atisaez_jewelry,1,157,11,0.246168,0.266,0
@atletadelgol,@atletadelgol,2,8,10,0.261439,0.288002,0.00003
@atomica9,@atomica9,1,52,11,0.18593,0.196243,0
@atymac,@atymac,1,139,10,0.245122,0.270518,0
@audiob40,@audiob40,11,8,10,0.266763,0.296593,0.001404
@BGatesIsaPyscho,@BGatesIsaPyscho,7,8,11,0.224949,0.243047,0.001194
@UrsulaKiener,@UrsulaKiener,22,8,10,0.252347,0.274049,0.00047
@audioslavehere,@audioslavehere,1,0,11,0.217289,0.227714,0
@augusto_toribio,@augusto_toribio,6,139,10,0.262033,0.291943,0.000705
@deCaceres80,@deCaceres80,1,139,11,0.207636,0.221144,0
@augustopino1973,@augustopino1973,4,8,12,0.242396,0.264869,0.000121
@quecamed,@quecamed,2,8,11,0.222709,0.240853,0
@aungerv,@aungerv,1,157,11,0.246168,0.266,0
@aura_aureal,@aura_aureal,1,157,11,0.235883,0.248355,0
@autopoieticus,@autopoieticus,1,0,11,0.224201,0.238157,0
@avallejosg,@avallejosg,1,8,10,0.25687,0.281537,0
@avaspe,@avaspe,3,8,10,0.253271,0.269732,0.003106
@Sarah83336937,@Sarah83336937,1,8,11,0.202096,0.209739,0
@avatar_tkd,@avatar_tkd,1,5,12,0.207645,0.219181,0
@avcuevas,@avcuevas,2,8,12,0.22654,0.238275,0.0006
@PGonz8,@PGonz8,2,8,13,0.184718,0.191084,0.0003
@avenegasg,@avenegasg,1,124,11,0.219989,0.231932,0
@avepol,@avepol,1,0,11,0.224201,0.238157,0
@avilasandra,@avilasandra,1,157,11,0.246168,0.266,0
@avip33333,@avip33333,1,33,1,1,1,0
@GVAsanitat,@GVAsanitat,1,33,1,1,1,0
@aweonita,@aweonita,1,139,10,0.245122,0.270518,0
@axionxyz,@axionxyz,1,5,12,0.203627,0.214271,0
@ayecord,@ayecord,1,124,13,0.166892,0.172919,0
@Rockomodernlif3,@Rockomodernlif3,4,124,12,0.200317,0.211253,0.000604
@ayla12345678,@ayla12345678,1,157,11,0.246168,0.266,0
@azeezah_d,@azeezah_d,1,34,1,1,1,0
@isanidad,@isanidad,1,34,1,1,1,0
@azerpa,@azerpa,1,109,12,0.168463,0.17306,0
@LuzMelyReyes,@LuzMelyReyes,13,109,11,0.202585,0.211435,0.003314
@azucarflores,@azucarflores,1,157,11,0.246168,0.266,0
@azulillos,@azulillos,2,8,10,0.256895,0.281665,0.0003
@ObservadorNew,@ObservadorNew,1,8,11,0.204397,0.215788,0
@azulvictoria,@azulvictoria,4,109,11,0.208932,0.21931,0.000709
@EnsedeCiencia,@EnsedeCiencia,10,109,11,0.214256,0.227652,0.002035
@_catalinacm,@_catalinacm,2,109,12,0.172841,0.178745,0.0003
@azzul2006,@azzul2006,2,0,11,0.216383,0.228724,0.0003
@eldestapeweb,@eldestapeweb,1,0,12,0.177897,0.184511,0
@b_______alarcon,@b_______alarcon,1,35,1,1,1,0
@jotases,@jotases,1,35,1,1,1,0
@baco0713,@baco0713,1,235,3,0.5,0.611111,0
@HospitalChillan,@HospitalChillan,2,235,2,0.75,0.833333,0
@badgyalgang,@badgyalgang,1,183,12,0.180584,0.188868,0
@badlenzuela,@badlenzuela,1,5,12,0.204445,0.215597,0
@baegex,@baegex,5,0,11,0.242271,0.263996,0.000827
@bahamonmario,@bahamonmario,3,8,10,0.260743,0.287973,0.000036
@baledeep,@baledeep,1,157,11,0.235883,0.248355,0
@balrog,@balrog,1,0,11,0.222413,0.235746,0
@bandaferrari70,@bandaferrari70,1,8,12,0.211634,0.22337,0
@bankary,@bankary,2,0,11,0.21802,0.231477,0.000032
@banketes2,@banketes2,1,139,10,0.235786,0.250448,0
@barbaradentist,@barbaradentist,1,0,11,0.224201,0.238157,0
@barbarakoke,@barbarakoke,1,5,12,0.225105,0.2441,0
@barbaraveace85,@barbaraveace85,1,157,11,0.22658,0.237162,0
@barby78570477,@barby78570477,1,36,1,1,1,0
@MLBeziva,@MLBeziva,1,36,1,1,1,0
@barcelorodas,@barcelorodas,1,8,10,0.222365,0.234988,0
@barpuntopartida,@barpuntopartida,1,139,10,0.245122,0.270518,0
@barsovia,@barsovia,1,37,2,0.666667,0.75,0
@aconcaguaradio,@aconcaguaradio,2,37,1,1,1,0
@baspbastian,@baspbastian,2,5,10,0.262843,0.291653,0.000071
@bassariveros,@bassariveros,2,5,12,0.184475,0.194348,0.0006
@ACambiarlos,@ACambiarlos,11,5,11,0.226155,0.245025,0.001906
@fundacionfnm,@fundacionfnm,2,5,13,0.155758,0.161698,0.0003
@bassi_dev1,@bassi_dev1,1,139,10,0.245122,0.270518,0
@bastimapache,@bastimapache,2,0,11,0.195981,0.206447,0.000023
@batmanariel,@batmanariel,1,8,12,0.221596,0.236054,0
@bcastil32667233,@bcastil32667233,2,5,11,0.248218,0.268241,0.000258
@niikicita,@niikicita,22,5,11,0.261202,0.282752,0.005073
@bddzas,@bddzas,1,139,10,0.245122,0.270518,0
@bdicschile1,@bdicschile1,2,8,10,0.257226,0.282173,0.000023
@beacontrerasr,@beacontrerasr,1,0,11,0.222413,0.235746,0
@beannysj,@beannysj,1,28,2,0.666667,0.75,0
@beatriz77748,@beatriz77748,2,38,1,1,1,0
@ViKaZ017,@ViKaZ017,1,38,2,0.666667,0.75,0
@lilidiaz8,@lilidiaz8,1,38,2,0.666667,0.75,0
@beatrizaguir1,@beatrizaguir1,1,124,11,0.219989,0.231932,0
@becerra_la2113,@becerra_la2113,1,139,10,0.245122,0.270518,0
@bechunx,@bechunx,1,8,12,0.200479,0.211255,0
@beeologa_,@beeologa_,1,124,11,0.219989,0.231932,0
@beikkal,@beikkal,2,0,11,0.226937,0.242595,0.000078
@belen_mabemar6,@belen_mabemar6,2,39,1,1,1,0
@ags_nortedejaen,@ags_nortedejaen,1,39,2,0.666667,0.75,0
@saludand,@saludand,1,39,2,0.666667,0.75,0
@belenjasmyn,@belenjasmyn,1,183,13,0.166892,0.173263,0
@bellita56,@bellita56,1,157,11,0.246168,0.266,0
@bellopaisaje1,@bellopaisaje1,1,0,11,0.210253,0.222816,0
@beluna_sf,@beluna_sf,1,52,11,0.18593,0.196243,0
@benavidesmunoz,@benavidesmunoz,10,5,10,0.273283,0.307522,0.001919
@FRANCIS61866271,@FRANCIS61866271,1,5,11,0.214637,0.229766,0
@MatiasBellolio,@MatiasBellolio,12,5,11,0.245087,0.266697,0.001023
@MiserableProfe,@MiserableProfe,9,5,11,0.227624,0.246785,0.001274
@benderbot11,@benderbot11,7,8,10,0.270688,0.301674,0.000344
@benedettadadio,@benedettadadio,4,8,10,0.263364,0.291513,0.00009
@benitadanae,@benitadanae,25,5,10,0.284103,0.322083,0.003681
@Buenrolloreturn,@Buenrolloreturn,35,8,11,0.272122,0.297618,0.001442
@lenantesur,@lenantesur,9,8,11,0.250495,0.271304,0.000619
@tjholt,@tjholt,1,5,11,0.221256,0.23755,0
@benitezisabel41,@benitezisabel41,1,8,12,0.218663,0.233363,0
@benja1184033345,@benja1184033345,1,139,10,0.245122,0.270518,0
@benjamin1551091,@benjamin1551091,3,8,10,0.261663,0.29043,0.000117
@benjaminpwd,@benjaminpwd,1,0,13,0.153084,0.157506,0
@jorgecantero,@jorgecantero,2,0,12,0.180748,0.188167,0.0003
@benjaolivaress,@benjaolivaress,1,52,11,0.18593,0.196243,0
@benjaugust,@benjaugust,1,139,10,0.245122,0.270518,0
@benya2172548587,@benya2172548587,1,139,10,0.245122,0.270518,0
@bergmannvega,@bergmannvega,1,5,12,0.195427,0.205693,0
@pao_hube,@pao_hube,13,5,11,0.242884,0.263281,0.002022
@berkob,@berkob,1,139,12,0.200471,0.210834,0
@bermaes,@bermaes,2,0,11,0.223505,0.238319,0.000134
@bernardita_71,@bernardita_71,2,8,10,0.237144,0.251997,0.000002
@bernardodiazs,@bernardodiazs,1,0,11,0.217289,0.227714,0
@berni21003932,@berni21003932,1,8,10,0.25687,0.281537,0
@bernipino2,@bernipino2,3,8,12,0.235775,0.25153,0.000005
@berriosalejaja,@berriosalejaja,1,0,11,0.218709,0.231337,0
